,nu,kernel,gamma,metrics,f1_score_avg,accuracy_avg
20,0.6,rbf,scale,"[[0.8477611940298507, 0.8197879858657244], [0.8477611940298507, 0.8197879858657244], [0.9688581314878894, 0.9681978798586572], [0.0, 0.49823321554770317], [0.690176322418136, 0.5653710247349824], [0.16774193548387095, 0.5441696113074205], [0.0, 0.49823321554770317], [0.0, 0.49823321554770317], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.0, 0.49823321554770317], [0.39344262295081966, 0.607773851590106], [0.2994011976047904, 0.5865724381625441], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.9616724738675958, 0.9611307420494699], [0.9616724738675958, 0.9611307420494699], [0.9562043795620437, 0.9575971731448764], [0.668235294117647, 0.5017667844522968], [0.3913043478260869, 0.6042402826855123], [0.6728971962616822, 0.7526501766784452], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.8863636363636364, 0.8939929328621908], [0.8863636363636364, 0.8939929328621908], [0.9562043795620437, 0.9575971731448764], [0.5177664974619289, 0.6643109540636042], [0.5847176079734219, 0.558303886925795], [0.684931506849315, 0.7561837455830389], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317]]",0.557835866299956,0.7040215379437994
21,0.6,rbf,auto,"[[0.8477611940298507, 0.8197879858657244], [0.8477611940298507, 0.8197879858657244], [0.9688581314878894, 0.9681978798586572], [0.0, 0.49823321554770317], [0.690176322418136, 0.5653710247349824], [0.16774193548387095, 0.5441696113074205], [0.0, 0.49823321554770317], [0.0, 0.49823321554770317], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.0, 0.49823321554770317], [0.39344262295081966, 0.607773851590106], [0.2994011976047904, 0.5865724381625441], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.9616724738675958, 0.9611307420494699], [0.9616724738675958, 0.9611307420494699], [0.9562043795620437, 0.9575971731448764], [0.668235294117647, 0.5017667844522968], [0.3913043478260869, 0.6042402826855123], [0.6728971962616822, 0.7526501766784452], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.8863636363636364, 0.8939929328621908], [0.8863636363636364, 0.8939929328621908], [0.9562043795620437, 0.9575971731448764], [0.5177664974619289, 0.6643109540636042], [0.5847176079734219, 0.558303886925795], [0.684931506849315, 0.7561837455830389], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317]]",0.5630659267527617,0.706231930613556
22,0.6,sigmoid,scale,"[[0.8477611940298507, 0.8197879858657244], [0.8477611940298507, 0.8197879858657244], [0.9688581314878894, 0.9681978798586572], [0.0, 0.49823321554770317], [0.690176322418136, 0.5653710247349824], [0.16774193548387095, 0.5441696113074205], [0.0, 0.49823321554770317], [0.0, 0.49823321554770317], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.0, 0.49823321554770317], [0.39344262295081966, 0.607773851590106], [0.2994011976047904, 0.5865724381625441], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.9616724738675958, 0.9611307420494699], [0.9616724738675958, 0.9611307420494699], [0.9562043795620437, 0.9575971731448764], [0.668235294117647, 0.5017667844522968], [0.3913043478260869, 0.6042402826855123], [0.6728971962616822, 0.7526501766784452], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.8863636363636364, 0.8939929328621908], [0.8863636363636364, 0.8939929328621908], [0.9562043795620437, 0.9575971731448764], [0.5177664974619289, 0.6643109540636042], [0.5847176079734219, 0.558303886925795], [0.684931506849315, 0.7561837455830389], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317]]",0.5676385079425392,0.6973421416500231
23,0.6,sigmoid,auto,"[[0.8477611940298507, 0.8197879858657244], [0.8477611940298507, 0.8197879858657244], [0.9688581314878894, 0.9681978798586572], [0.0, 0.49823321554770317], [0.690176322418136, 0.5653710247349824], [0.16774193548387095, 0.5441696113074205], [0.0, 0.49823321554770317], [0.0, 0.49823321554770317], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.0, 0.49823321554770317], [0.39344262295081966, 0.607773851590106], [0.2994011976047904, 0.5865724381625441], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.9616724738675958, 0.9611307420494699], [0.9616724738675958, 0.9611307420494699], [0.9562043795620437, 0.9575971731448764], [0.668235294117647, 0.5017667844522968], [0.3913043478260869, 0.6042402826855123], [0.6728971962616822, 0.7526501766784452], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.8863636363636364, 0.8939929328621908], [0.8863636363636364, 0.8939929328621908], [0.9562043795620437, 0.9575971731448764], [0.5177664974619289, 0.6643109540636042], [0.5847176079734219, 0.558303886925795], [0.684931506849315, 0.7561837455830389], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317]]",0.5439869034449335,0.6890459363957597
24,0.8,linear,scale,"[[0.8477611940298507, 0.8197879858657244], [0.8477611940298507, 0.8197879858657244], [0.9688581314878894, 0.9681978798586572], [0.0, 0.49823321554770317], [0.690176322418136, 0.5653710247349824], [0.16774193548387095, 0.5441696113074205], [0.0, 0.49823321554770317], [0.0, 0.49823321554770317], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.0, 0.49823321554770317], [0.39344262295081966, 0.607773851590106], [0.2994011976047904, 0.5865724381625441], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.9616724738675958, 0.9611307420494699], [0.9616724738675958, 0.9611307420494699], [0.9562043795620437, 0.9575971731448764], [0.668235294117647, 0.5017667844522968], [0.3913043478260869, 0.6042402826855123], [0.6728971962616822, 0.7526501766784452], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.8863636363636364, 0.8939929328621908], [0.8863636363636364, 0.8939929328621908], [0.9562043795620437, 0.9575971731448764], [0.5177664974619289, 0.6643109540636042], [0.5847176079734219, 0.558303886925795], [0.684931506849315, 0.7561837455830389], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317]]",0.5576819727616816,0.6972438162544169
25,0.8,linear,auto,"[[0.8477611940298507, 0.8197879858657244], [0.8477611940298507, 0.8197879858657244], [0.9688581314878894, 0.9681978798586572], [0.0, 0.49823321554770317], [0.690176322418136, 0.5653710247349824], [0.16774193548387095, 0.5441696113074205], [0.0, 0.49823321554770317], [0.0, 0.49823321554770317], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.0, 0.49823321554770317], [0.39344262295081966, 0.607773851590106], [0.2994011976047904, 0.5865724381625441], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.9616724738675958, 0.9611307420494699], [0.9616724738675958, 0.9611307420494699], [0.9562043795620437, 0.9575971731448764], [0.668235294117647, 0.5017667844522968], [0.3913043478260869, 0.6042402826855123], [0.6728971962616822, 0.7526501766784452], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.8863636363636364, 0.8939929328621908], [0.8863636363636364, 0.8939929328621908], [0.9562043795620437, 0.9575971731448764], [0.5177664974619289, 0.6643109540636042], [0.5847176079734219, 0.558303886925795], [0.684931506849315, 0.7561837455830389], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317]]",0.5703235752079107,0.7048110899701006
26,0.8,poly,scale,"[[0.8477611940298507, 0.8197879858657244], [0.8477611940298507, 0.8197879858657244], [0.9688581314878894, 0.9681978798586572], [0.0, 0.49823321554770317], [0.690176322418136, 0.5653710247349824], [0.16774193548387095, 0.5441696113074205], [0.0, 0.49823321554770317], [0.0, 0.49823321554770317], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.0, 0.49823321554770317], [0.39344262295081966, 0.607773851590106], [0.2994011976047904, 0.5865724381625441], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.9616724738675958, 0.9611307420494699], [0.9616724738675958, 0.9611307420494699], [0.9562043795620437, 0.9575971731448764], [0.668235294117647, 0.5017667844522968], [0.3913043478260869, 0.6042402826855123], [0.6728971962616822, 0.7526501766784452], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.8863636363636364, 0.8939929328621908], [0.8863636363636364, 0.8939929328621908], [0.9562043795620437, 0.9575971731448764], [0.5177664974619289, 0.6643109540636042], [0.5847176079734219, 0.558303886925795], [0.684931506849315, 0.7561837455830389], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317]]",0.5846154568506563,0.7141735374950922
27,0.8,poly,auto,"[[0.8477611940298507, 0.8197879858657244], [0.8477611940298507, 0.8197879858657244], [0.9688581314878894, 0.9681978798586572], [0.0, 0.49823321554770317], [0.690176322418136, 0.5653710247349824], [0.16774193548387095, 0.5441696113074205], [0.0, 0.49823321554770317], [0.0, 0.49823321554770317], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.0, 0.49823321554770317], [0.39344262295081966, 0.607773851590106], [0.2994011976047904, 0.5865724381625441], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.9616724738675958, 0.9611307420494699], [0.9616724738675958, 0.9611307420494699], [0.9562043795620437, 0.9575971731448764], [0.668235294117647, 0.5017667844522968], [0.3913043478260869, 0.6042402826855123], [0.6728971962616822, 0.7526501766784452], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.8863636363636364, 0.8939929328621908], [0.8863636363636364, 0.8939929328621908], [0.9562043795620437, 0.9575971731448764], [0.5177664974619289, 0.6643109540636042], [0.5847176079734219, 0.558303886925795], [0.684931506849315, 0.7561837455830389], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317]]",0.5822279940153445,0.7123927309439677
28,0.8,rbf,scale,"[[0.8477611940298507, 0.8197879858657244], [0.8477611940298507, 0.8197879858657244], [0.9688581314878894, 0.9681978798586572], [0.0, 0.49823321554770317], [0.690176322418136, 0.5653710247349824], [0.16774193548387095, 0.5441696113074205], [0.0, 0.49823321554770317], [0.0, 0.49823321554770317], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.0, 0.49823321554770317], [0.39344262295081966, 0.607773851590106], [0.2994011976047904, 0.5865724381625441], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.9616724738675958, 0.9611307420494699], [0.9616724738675958, 0.9611307420494699], [0.9562043795620437, 0.9575971731448764], [0.668235294117647, 0.5017667844522968], [0.3913043478260869, 0.6042402826855123], [0.6728971962616822, 0.7526501766784452], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.8863636363636364, 0.8939929328621908], [0.8863636363636364, 0.8939929328621908], [0.9562043795620437, 0.9575971731448764], [0.5177664974619289, 0.6643109540636042], [0.5847176079734219, 0.558303886925795], [0.684931506849315, 0.7561837455830389], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317]]",0.5823138427725196,0.707079322529548
29,0.8,rbf,auto,"[[0.8477611940298507, 0.8197879858657244], [0.8477611940298507, 0.8197879858657244], [0.9688581314878894, 0.9681978798586572], [0.0, 0.49823321554770317], [0.690176322418136, 0.5653710247349824], [0.16774193548387095, 0.5441696113074205], [0.0, 0.49823321554770317], [0.0, 0.49823321554770317], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.0, 0.49823321554770317], [0.39344262295081966, 0.607773851590106], [0.2994011976047904, 0.5865724381625441], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.9616724738675958, 0.9611307420494699], [0.9616724738675958, 0.9611307420494699], [0.9562043795620437, 0.9575971731448764], [0.668235294117647, 0.5017667844522968], [0.3913043478260869, 0.6042402826855123], [0.6728971962616822, 0.7526501766784452], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.8863636363636364, 0.8939929328621908], [0.8863636363636364, 0.8939929328621908], [0.9562043795620437, 0.9575971731448764], [0.5177664974619289, 0.6643109540636042], [0.5847176079734219, 0.558303886925795], [0.684931506849315, 0.7561837455830389], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317]]",0.5857344315750794,0.708716136631331
30,0.8,sigmoid,scale,"[[0.8477611940298507, 0.8197879858657244], [0.8477611940298507, 0.8197879858657244], [0.9688581314878894, 0.9681978798586572], [0.0, 0.49823321554770317], [0.690176322418136, 0.5653710247349824], [0.16774193548387095, 0.5441696113074205], [0.0, 0.49823321554770317], [0.0, 0.49823321554770317], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.0, 0.49823321554770317], [0.39344262295081966, 0.607773851590106], [0.2994011976047904, 0.5865724381625441], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.9616724738675958, 0.9611307420494699], [0.9616724738675958, 0.9611307420494699], [0.9562043795620437, 0.9575971731448764], [0.668235294117647, 0.5017667844522968], [0.3913043478260869, 0.6042402826855123], [0.6728971962616822, 0.7526501766784452], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.8863636363636364, 0.8939929328621908], [0.8863636363636364, 0.8939929328621908], [0.9562043795620437, 0.9575971731448764], [0.5177664974619289, 0.6643109540636042], [0.5847176079734219, 0.558303886925795], [0.684931506849315, 0.7561837455830389], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317]]",0.5883957497216138,0.7020403510771687
31,0.8,sigmoid,auto,"[[0.8477611940298507, 0.8197879858657244], [0.8477611940298507, 0.8197879858657244], [0.9688581314878894, 0.9681978798586572], [0.0, 0.49823321554770317], [0.690176322418136, 0.5653710247349824], [0.16774193548387095, 0.5441696113074205], [0.0, 0.49823321554770317], [0.0, 0.49823321554770317], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.9640287769784172, 0.9646643109540636], [0.0, 0.49823321554770317], [0.39344262295081966, 0.607773851590106], [0.2994011976047904, 0.5865724381625441], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.9616724738675958, 0.9611307420494699], [0.9616724738675958, 0.9611307420494699], [0.9562043795620437, 0.9575971731448764], [0.668235294117647, 0.5017667844522968], [0.3913043478260869, 0.6042402826855123], [0.6728971962616822, 0.7526501766784452], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317], [0.8863636363636364, 0.8939929328621908], [0.8863636363636364, 0.8939929328621908], [0.9562043795620437, 0.9575971731448764], [0.5177664974619289, 0.6643109540636042], [0.5847176079734219, 0.558303886925795], [0.684931506849315, 0.7561837455830389], [0.668235294117647, 0.5017667844522968], [0.0, 0.49823321554770317]]",0.5700083825428134,0.6956713780918728
