,hidden_layers,neurons,learning_rate,metrics,f1_score_avg,acuracy_avg
20,2,50,0.01,"[[0.8862745098039215, 0.8937729001045227, 278, 273], [0.7873563218390804, 0.7289377450942993, 551, 273], [0.9698996655518394, 0.9670329689979553, 824, 273], [0.9512195121951219, 0.9413919448852539, 1097, 273], [0.8340425531914893, 0.8571428656578064, 1370, 273]]",0.8857585125162906,0.8776556849479675
21,2,70,0.001,"[[0.7052341597796143, 0.6080586314201355, 278, 273], [0.7873563218390804, 0.7289377450942993, 551, 273], [0.9400630914826499, 0.930402934551239, 824, 273], [0.9504950495049505, 0.9450549483299255, 1097, 273], [0.9708029197080292, 0.970695972442627, 1370, 273]]",0.8707903084628649,0.8366300463676453
22,2,70,0.005,"[[0.9302325581395349, 0.9340659379959106, 278, 273], [0.8535825545171339, 0.8278388381004333, 551, 273], [0.9764309764309764, 0.9743589758872986, 824, 273], [0.9641693811074918, 0.9597069621086121, 1097, 273], [0.7822222222222222, 0.8205128312110901, 1370, 273]]",0.9013275384834719,0.903296709060669
23,2,70,0.01,"[[0.778816199376947, 0.7399267554283142, 278, 273], [0.46067415730337086, 0.6483516693115234, 551, 273], [0.9761092150170648, 0.9743589758872986, 824, 273], [0.9622641509433963, 0.9560439586639404, 1097, 273], [0.9779411764705882, 0.9780219793319702, 1370, 273]]",0.8311609798222734,0.8593406677246094
24,3,10,0.001,"[[0.6448598130841121, 0.721611738204956, 278, 273], [0.7942028985507246, 0.7399267554283142, 551, 273], [0.9285714285714286, 0.9267399311065674, 824, 273], [0.9345238095238095, 0.9194139242172241, 1097, 273], [0.9315068493150684, 0.9267399311065674, 1370, 273]]",0.8467329598090286,0.8468864560127258
25,3,10,0.005,"[[0.7052341597796143, 0.6080586314201355, 278, 273], [0.9152542372881356, 0.9084249138832092, 551, 273], [0.828125, 0.8388278484344482, 824, 273], [0.96, 0.9523809552192688, 1097, 273], [0.971223021582734, 0.970695972442627, 1370, 273]]",0.8759672837300968,0.8556776642799377
26,3,10,0.01,"[[0.7052341597796143, 0.6080586314201355, 278, 273], [0.845679012345679, 0.8168498277664185, 551, 273], [0.9174311926605504, 0.901098906993866, 824, 273], [0.8519855595667869, 0.8498168587684631, 1097, 273], [0.951048951048951, 0.9487179517745972, 1370, 273]]",0.8542757750803164,0.824908435344696
27,3,30,0.001,"[[0.8461538461538461, 0.8388278484344482, 278, 273], [0.5347593582887701, 0.6813187003135681, 551, 273], [0.9404388714733541, 0.930402934551239, 824, 273], [0.9615384615384615, 0.9560439586639404, 1097, 273], [0.8838709677419355, 0.8681318759918213, 1370, 273]]",0.8333523010392735,0.8549450635910034
28,3,30,0.005,"[[0.6701570680628273, 0.5384615659713745, 278, 273], [0.2658227848101266, 0.5750916004180908, 551, 273], [0.9765886287625419, 0.9743589758872986, 824, 273], [0.9712460063897763, 0.9670329689979553, 1097, 273], [0.9256756756756757, 0.9194139242172241, 1370, 273]]",0.7618980327401894,0.7948718070983887
29,3,30,0.01,"[[0.7191011235955056, 0.6336996555328369, 278, 273], [0.7982456140350876, 0.831501841545105, 551, 273], [0.946031746031746, 0.9377289414405823, 824, 273], [0.9641693811074918, 0.9597069621086121, 1097, 273], [0.971223021582734, 0.970695972442627, 1370, 273]]",0.8797541772705131,0.8666666746139526
30,3,50,0.001,"[[0.6790450928381963, 0.5567765831947327, 278, 273], [0.6435643564356436, 0.7362637519836426, 551, 273], [0.9666666666666667, 0.9633699655532837, 824, 273], [0.8763250883392225, 0.8717948794364929, 1097, 273], [0.9621212121212122, 0.9633699655532837, 1370, 273]]",0.8255444832801884,0.8183150291442871
31,3,50,0.005,"[[0.6975476839237056, 0.593406617641449, 278, 273], [0.8643533123028391, 0.8424908518791199, 551, 273], [0.9547038327526133, 0.9523809552192688, 824, 273], [0.9397590361445785, 0.9267399311065674, 1097, 273], [0.9581749049429658, 0.9597069621086121, 1370, 273]]",0.8829077540133404,0.8549450635910034
32,3,50,0.01,"[[0.6684073107049608, 0.5347985625267029, 278, 273], [0.9328358208955224, 0.9340659379959106, 551, 273], [0.9063444108761329, 0.8864468932151794, 824, 273], [0.9486404833836859, 0.9377289414405823, 1097, 273], [0.9642857142857144, 0.9633699655532837, 1370, 273]]",0.8841027480292032,0.8512820601463318
33,3,70,0.001,"[[0.7853881278538812, 0.8278388381004333, 278, 273], [0.9115646258503401, 0.9047619104385376, 551, 273], [0.9659863945578231, 0.9633699655532837, 824, 273], [0.96875, 0.9633699655532837, 1097, 273], [0.971223021582734, 0.970695972442627, 1370, 273]]",0.9205824339689557,0.9260073304176331
34,3,70,0.005,"[[0.713091922005571, 0.622710645198822, 278, 273], [0.7365591397849461, 0.6410256624221802, 551, 273], [0.9363057324840763, 0.9267399311065674, 824, 273], [0.9457831325301205, 0.9340659379959106, 1097, 273], [0.9163879598662207, 0.9084249138832092, 1370, 273]]",0.8496255773341869,0.8065934181213379
35,3,70,0.01,"[[0.47619047619047616, 0.6776556968688965, 278, 273], [0.6699029126213593, 0.7509157657623291, 551, 273], [0.9473684210526316, 0.9450549483299255, 824, 273], [0.9415584415584415, 0.9340659379959106, 1097, 273], [0.9745454545454545, 0.9743589758872986, 1370, 273]]",0.8019131411936726,0.8564102649688721
36,4,10,0.001,"[[0.6772486772486772, 0.553113579750061, 278, 273], [0.7876106194690266, 0.8241758346557617, 551, 273], [0.8847583643122676, 0.8864468932151794, 824, 273], [0.9559748427672956, 0.9487179517745972, 1097, 273], [0.9509433962264151, 0.9523809552192688, 1370, 273]]",0.8513071800047364,0.8329670429229736
37,4,10,0.005,"[[0.8350877192982457, 0.8278388381004333, 278, 273], [0.817910447761194, 0.7765567898750305, 551, 273], [0.9290780141843972, 0.9267399311065674, 824, 273], [0.9551282051282052, 0.9487179517745972, 1097, 273], [0.9283276450511945, 0.9230769276618958, 1370, 273]]",0.8931064062846474,0.8805860877037048
38,4,10,0.01,"[[0.890566037735849, 0.8937729001045227, 278, 273], [0.8717948717948717, 0.8534798622131348, 551, 273], [0.728813559322034, 0.7655677795410156, 824, 273], [0.8754448398576512, 0.8717948794364929, 1097, 273], [0.9126984126984127, 0.9194139242172241, 1370, 273]]",0.8558635442817637,0.860805869102478
39,4,30,0.001,"[[0.6666666666666666, 0.5311355590820312, 278, 273], [0.6368159203980099, 0.732600748538971, 551, 273], [0.9639344262295082, 0.9597069621086121, 824, 273], [0.9627329192546583, 0.9560439586639404, 1097, 273], [0.9283276450511945, 0.9230769276618958, 1370, 273]]",0.8316955155200075,0.8205128312110901
40,4,30,0.005,"[[0.6547314578005116, 0.5054945349693298, 278, 273], [0.5347593582887701, 0.6813187003135681, 551, 273], [0.8450704225352113, 0.7985348105430603, 824, 273], [0.9149560117302052, 0.8937729001045227, 1097, 273], [0.9315068493150684, 0.9267399311065674, 1370, 273]]",0.7762048199339533,0.7611721754074097
41,4,30,0.01,"[[0.6547314578005116, 0.5054945349693298, 278, 273], [0.6368159203980099, 0.732600748538971, 551, 273], [0.961038961038961, 0.9560439586639404, 824, 273], [0.962962962962963, 0.9560439586639404, 1097, 273], [0.9342560553633217, 0.930402934551239, 1370, 273]]",0.8299610715127533,0.8161172270774841
42,4,50,0.001,"[[0.9057971014492753, 0.9047619104385376, 278, 273], [0.4777777777777778, 0.6556776762008667, 551, 273], [0.924731182795699, 0.9230769276618958, 824, 273], [0.9683544303797469, 0.9633699655532837, 1097, 273], [0.9701492537313432, 0.970695972442627, 1370, 273]]",0.8493619492267683,0.8835164904594421
43,4,50,0.005,"[[0.7901234567901235, 0.7509157657623291, 278, 273], [0.944055944055944, 0.9413919448852539, 551, 273], [0.8571428571428571, 0.8168498277664185, 824, 273], [0.9581993569131834, 0.9523809552192688, 1097, 273], [0.9574468085106382, 0.9560439586639404, 1370, 273]]",0.9013936846825492,0.8835164904594421
44,4,50,0.01,"[[0.6384039900249376, 0.46886447072029114, 278, 273], [0.0, 0.4981684982776642, 551, 273], [0.9375, 0.9340659379959106, 824, 273], [0.920353982300885, 0.901098906993866, 1097, 273], [0.9747292418772563, 0.9743589758872986, 1370, 273]]",0.6941974428406158,0.7553113579750061
45,4,70,0.001,"[[0.585635359116022, 0.7252747416496277, 278, 273], [0.8770491803278688, 0.8901098966598511, 551, 273], [0.8929889298892989, 0.8937729001045227, 824, 273], [0.9602446483180428, 0.9523809552192688, 1097, 273], [0.9701492537313432, 0.970695972442627, 1370, 273]]",0.8572134742765151,0.8864468932151794
46,4,70,0.005,"[[0.358974358974359, 0.6336996555328369, 278, 273], [0.817910447761194, 0.7765567898750305, 551, 273], [0.9727891156462586, 0.970695972442627, 824, 273], [0.9716088328075709, 0.9670329689979553, 1097, 273], [0.8753993610223643, 0.8571428656578064, 1370, 273]]",0.7993364232423494,0.8410256505012512
47,4,70,0.01,"[[0.5727272727272728, 0.6556776762008667, 278, 273], [0.859504132231405, 0.8754578828811646, 551, 273], [0.8636363636363636, 0.8681318759918213, 824, 273], [0.9685534591194969, 0.9633699655532837, 1097, 273], [0.9296875000000001, 0.9340659379959106, 1370, 273]]",0.8388217455429077,0.8593406677246094
