,hidden_layers,neurons,learning_rate,metrics,f1_score_avg,acuracy_avg
23,2,70,0.01,"[[0.7123287671232877, 0.7692307829856873, 278, 273], [0.8275862068965517, 0.8534798622131348, 551, 273], [0.8231884057971013, 0.7765567898750305, 824, 273], [0.8109756097560974, 0.7728937864303589, 1097, 273], [0.8141592920353983, 0.8461538553237915, 1370, 273]]",0.7976476563216873,0.8036630153656006
24,3,10,0.001,"[[0.6866952789699571, 0.732600748538971, 278, 273], [0.8617886178861789, 0.8754578828811646, 551, 273], [0.8970588235294117, 0.8974359035491943, 824, 273], [0.7323943661971831, 0.791208803653717, 1097, 273], [0.8648648648648649, 0.8534798622131348, 1370, 273]]",0.8085603902895191,0.8300366401672363
25,3,10,0.005,"[[0.8156028368794327, 0.8095238208770752, 278, 273], [0.8734693877551021, 0.8864468932151794, 551, 273], [0.8932038834951455, 0.8791208863258362, 824, 273], [0.6600985221674878, 0.7472527623176575, 1097, 273], [0.36250000000000004, 0.6263736486434937, 1370, 273]]",0.7209749260594336,0.7897436022758484
26,3,10,0.01,"[[0.7945205479452055, 0.7802197933197021, 278, 273], [0.8425531914893618, 0.8644688725471497, 551, 273], [0.86084142394822, 0.8424908518791199, 824, 273], [0.7108753315649868, 0.6007326245307922, 1097, 273], [0.6632653061224489, 0.5164835453033447, 1370, 273]]",0.7744111602140447,0.7208791375160217
27,3,30,0.001,"[[0.6039603960396039, 0.7069597244262695, 278, 273], [0.8905109489051094, 0.8901098966598511, 551, 273], [0.6757990867579908, 0.7399267554283142, 824, 273], [0.8023952095808384, 0.7582417726516724, 1097, 273], [0.28758169934640526, 0.6007326245307922, 1370, 273]]",0.6520494681259896,0.7391941547393799
28,3,30,0.005,"[[0.8172757475083057, 0.7985348105430603, 278, 273], [0.8198757763975155, 0.7875458002090454, 551, 273], [0.9077490774907749, 0.9084249138832092, 824, 273], [0.2483660130718954, 0.5787546038627625, 1097, 273], [0.6989247311827956, 0.5897436141967773, 1370, 273]]",0.6984382691302574,0.732600748538971
29,3,30,0.01,"[[0.6886792452830189, 0.7582417726516724, 278, 273], [0.8407643312101911, 0.8168498277664185, 551, 273], [0.9059233449477352, 0.901098906993866, 824, 273], [0.6767676767676767, 0.5311355590820312, 1097, 273], [0.6753246753246753, 0.5421245694160461, 1370, 273]]",0.7574918547066595,0.7098901271820068
30,3,50,0.001,"[[0.8197879858657244, 0.8131868243217468, 278, 273], [0.8599348534201955, 0.8424908518791199, 551, 273], [0.8846153846153846, 0.8681318759918213, 824, 273], [0.7570621468926554, 0.6849817037582397, 1097, 273], [0.732394366197183, 0.6520146727561951, 1370, 273]]",0.8107589473982285,0.7721611857414246
31,3,50,0.005,"[[0.8185053380782918, 0.8131868243217468, 278, 273], [0.8863636363636364, 0.8901098966598511, 551, 273], [0.8492307692307692, 0.8205128312110901, 824, 273], [0.6733668341708543, 0.523809552192688, 1097, 273], [0.43113772455089816, 0.6520146727561951, 1370, 273]]",0.73172086047889,0.7399267554283142
32,3,50,0.01,"[[0.7387387387387387, 0.7875458002090454, 278, 273], [0.897338403041825, 0.901098906993866, 551, 273], [0.8519637462235651, 0.8205128312110901, 824, 273], [0.24675324675324672, 0.5750916004180908, 1097, 273], [0.6951871657754011, 0.5824176073074341, 1370, 273]]",0.6859962601065553,0.7333333492279053
33,3,70,0.001,"[[0.7457627118644068, 0.7802197933197021, 278, 273], [0.891566265060241, 0.901098906993866, 551, 273], [0.8695652173913044, 0.8461538553237915, 824, 273], [0.5714285714285714, 0.7032967209815979, 1097, 273], [0.6701030927835051, 0.5311355590820312, 1370, 273]]",0.7496851717056058,0.7523809671401978
34,3,70,0.005,"[[0.7971014492753622, 0.7948718070983887, 278, 273], [0.9148936170212767, 0.9120879173278809, 551, 273], [0.8677966101694916, 0.8571428656578064, 824, 273], [0.345679012345679, 0.6117216348648071, 1097, 273], [0.6735751295336787, 0.5384615659713745, 1370, 273]]",0.7198091636690975,0.7428571581840515
35,3,70,0.01,"[[0.8029197080291971, 0.8021978139877319, 278, 273], [0.9015151515151515, 0.9047619104385376, 551, 273], [0.7404255319148938, 0.7765567898750305, 824, 273], [0.752808988764045, 0.6776556968688965, 1097, 273], [0.7303370786516854, 0.6483516693115234, 1370, 273]]",0.7856012917749945,0.761904776096344
36,4,10,0.001,"[[0.7083333333333333, 0.7435897588729858, 278, 273], [0.874015748031496, 0.8827838897705078, 551, 273], [0.8692307692307693, 0.8754578828811646, 824, 273], [0.7745664739884393, 0.7142857313156128, 1097, 273], [0.35220125786163525, 0.622710645198822, 1370, 273]]",0.7156695164891346,0.7677655816078186
37,4,10,0.005,"[[0.774468085106383, 0.8058608174324036, 278, 273], [0.9202898550724639, 0.9194139242172241, 551, 273], [0.8103448275862069, 0.7582417726516724, 824, 273], [0.8825910931174089, 0.8937729001045227, 1097, 273], [0.6878306878306878, 0.5677655935287476, 1370, 273]]",0.8151049097426301,0.7890110015869141
38,4,10,0.01,"[[0.8187919463087249, 0.8021978139877319, 278, 273], [0.7542857142857143, 0.6849817037582397, 551, 273], [0.880794701986755, 0.8681318759918213, 824, 273], [0.6331658291457287, 0.732600748538971, 1097, 273], [0.865771812080537, 0.8534798622131348, 1370, 273]]",0.790562000761492,0.7882784008979797
39,4,30,0.001,"[[0.7936507936507937, 0.8095238208770752, 278, 273], [0.912280701754386, 0.9084249138832092, 551, 273], [0.8265895953757226, 0.7802197933197021, 824, 273], [0.7679083094555873, 0.7032967209815979, 1097, 273], [0.7407407407407407, 0.6666666865348816, 1370, 273]]",0.808234028195446,0.7736263871192932
40,4,30,0.005,"[[0.8097165991902834, 0.8278388381004333, 278, 273], [0.8354430379746834, 0.8571428656578064, 551, 273], [0.8607594936708861, 0.8388278484344482, 824, 273], [0.6750629722921914, 0.5274725556373596, 1097, 273], [0.43113772455089816, 0.6520146727561951, 1370, 273]]",0.7224239655357885,0.7406593561172485
41,4,30,0.01,"[[0.8108108108108109, 0.7948718070983887, 278, 273], [0.859504132231405, 0.8754578828811646, 551, 273], [0.8417910447761194, 0.8058608174324036, 824, 273], [0.6925064599483205, 0.5641025900840759, 1097, 273], [0.78419452887538, 0.7399267554283142, 1370, 273]]",0.7977613953284072,0.7560439705848694
42,4,50,0.001,"[[0.7791164658634537, 0.7985348105430603, 278, 273], [0.8984375000000001, 0.9047619104385376, 551, 273], [0.8932038834951455, 0.8791208863258362, 824, 273], [0.7747747747747746, 0.8168498277664185, 1097, 273], [0.6933333333333334, 0.5787546038627625, 1370, 273]]",0.8077731914933415,0.795604407787323
43,4,50,0.005,"[[0.7801857585139319, 0.7399267554283142, 278, 273], [0.8957528957528957, 0.901098906993866, 551, 273], [0.8535031847133757, 0.831501841545105, 824, 273], [0.8780487804878049, 0.8901098966598511, 1097, 273], [0.6753246753246753, 0.5421245694160461, 1370, 273]]",0.8165630589585368,0.7809523940086365
44,4,50,0.01,"[[0.5531914893617021, 0.692307710647583, 278, 273], [0.8762541806020068, 0.8644688725471497, 551, 273], [0.8721311475409836, 0.8571428656578064, 824, 273], [0.5326086956521738, 0.6849817037582397, 1097, 273], [0.3827160493827161, 0.6336996555328369, 1370, 273]]",0.6433803125079164,0.7465201616287231
45,4,70,0.001,"[[0.7168141592920354, 0.7655677795410156, 278, 273], [0.8924302788844621, 0.901098906993866, 551, 273], [0.6846846846846846, 0.7435897588729858, 824, 273], [0.8881355932203391, 0.8791208863258362, 1097, 273], [0.8975265017667845, 0.8937729001045227, 1370, 273]]",0.815918243569661,0.8366300463676453
46,4,70,0.005,"[[0.8031496062992125, 0.8168498277664185, 278, 273], [0.893939393939394, 0.8974359035491943, 551, 273], [0.8571428571428571, 0.8278388381004333, 824, 273], [0.8096676737160121, 0.7692307829856873, 1097, 273], [0.3827160493827161, 0.6336996555328369, 1370, 273]]",0.7493231160960383,0.7890110015869141
47,4,70,0.01,"[[0.7888446215139443, 0.8058608174324036, 278, 273], [0.9202898550724639, 0.9194139242172241, 551, 273], [0.8545454545454545, 0.8241758346557617, 824, 273], [0.6925064599483205, 0.5641025900840759, 1097, 273], [0.9264705882352942, 0.9267399311065674, 1370, 273]]",0.8365313958630954,0.8080586194992065
