,hidden_layers,neurons,learning_rate,metrics,f1_score_avg,acuracy_avg
36,4,10,0.001,"[[0.9083333333333333, 0.903930127620697, 231, 229], [0.9367088607594937, 0.9344978332519531, 460, 229], [0.4, 0.6069868803024292, 689, 229], [0.8, 0.7641921639442444, 918, 229], [0.7578947368421053, 0.7991266250610352, 1147, 229]]",0.7605873861869864,0.8017467260360718
37,4,10,0.005,"[[0.8974358974358975, 0.8951964974403381, 231, 229], [0.9446808510638298, 0.943231463432312, 460, 229], [0.7959183673469388, 0.7379912734031677, 689, 229], [0.4335664335664336, 0.6462882161140442, 918, 229], [0.8070175438596493, 0.7598253488540649, 1147, 229]]",0.7757238186545499,0.7965065598487854
38,4,10,0.01,"[[0.7346938775510202, 0.7729257345199585, 231, 229], [0.888030888030888, 0.8733624219894409, 460, 229], [0.7637540453074434, 0.6812227368354797, 689, 229], [0.16393442622950818, 0.5545851588249207, 918, 229], [0.6024096385542169, 0.7117903828620911, 1147, 229]]",0.6305645751346154,0.7187772870063782
39,4,30,0.001,"[[0.9105691056910569, 0.903930127620697, 231, 229], [0.9224137931034483, 0.9213973879814148, 460, 229], [0.8239436619718309, 0.7816593647003174, 689, 229], [0.8557213930348259, 0.8733624219894409, 918, 229], [0.5499999999999999, 0.6855894923210144, 1147, 229]]",0.8125295907602323,0.8331877589225769
40,4,30,0.005,"[[0.8872180451127821, 0.8689956068992615, 231, 229], [0.9327731092436974, 0.9301310181617737, 460, 229], [0.7234042553191489, 0.6026200652122498, 689, 229], [0.9145299145299146, 0.9126637578010559, 918, 229], [0.7272727272727273, 0.6200873255729675, 1147, 229]]",0.8370396102956541,0.7868995547294617
41,4,30,0.01,"[[0.931726907630522, 0.9257642030715942, 231, 229], [0.8906249999999999, 0.8777292370796204, 460, 229], [0.7722772277227723, 0.7991266250610352, 689, 229], [0.9021276595744679, 0.8995633125305176, 918, 229], [0.9539748953974895, 0.9519650936126709, 1147, 229]]",0.8901463380650503,0.8908296942710876
42,4,50,0.001,"[[0.8512110726643599, 0.8122270703315735, 231, 229], [0.940677966101695, 0.9388646483421326, 460, 229], [0.5764705882352941, 0.6855894923210144, 689, 229], [0.6857142857142856, 0.567685604095459, 918, 229], [0.7419354838709677, 0.7903929948806763, 1147, 229]]",0.7592018793173205,0.7589519619941711
43,4,50,0.005,"[[0.9311740890688259, 0.9257642030715942, 231, 229], [0.9322033898305085, 0.9301310181617737, 460, 229], [0.27338129496402874, 0.5589519739151001, 689, 229], [0.6728395061728396, 0.5371178984642029, 918, 229], [0.9416666666666667, 0.9388646483421326, 1147, 229]]",0.7502529893405738,0.7781659483909606
44,4,50,0.01,"[[0.9302325581395349, 0.9213973879814148, 231, 229], [0.9446808510638298, 0.943231463432312, 460, 229], [0.27338129496402874, 0.5589519739151001, 689, 229], [0.5419354838709678, 0.6899563074111938, 918, 229], [0.6511627906976745, 0.7379912734031677, 1147, 229]]",0.6682785957472073,0.7703056812286377
45,4,70,0.001,"[[0.8722466960352423, 0.8733624219894409, 231, 229], [0.9276595744680851, 0.9257642030715942, 460, 229], [0.8181818181818181, 0.7729257345199585, 689, 229], [0.19354838709677416, 0.5633187890052795, 918, 229], [0.8431372549019609, 0.8602620363235474, 1147, 229]]",0.7309547461367761,0.7991266369819641
46,4,70,0.005,"[[0.8532110091743119, 0.8602620363235474, 231, 229], [0.9142857142857143, 0.9082969427108765, 460, 229], [0.7788778877887789, 0.7074235677719116, 689, 229], [0.9237668161434978, 0.9257642030715942, 918, 229], [0.8708133971291866, 0.8820960521697998, 1147, 229]]",0.8681909649042978,0.8567685604095459
47,4,70,0.01,"[[0.7537688442211055, 0.7860261797904968, 231, 229], [0.8455882352941175, 0.8165938854217529, 460, 229], [0.7083333333333333, 0.5720524191856384, 689, 229], [0.902654867256637, 0.903930127620697, 918, 229], [0.7103825136612022, 0.7685589790344238, 1147, 229]]",0.7841455587532791,0.7694323182106018
