,hidden_layers,neurons,learning_rate,metrics,f1_score_avg,acuracy_avg
34,3,70,0.005,"[[0.7155425219941349, 0.5872340202331543, 237, 235], [0.9116279069767441, 0.9191489219665527, 472, 235], [0.97165991902834, 0.9702127575874329, 707, 235], [0.8581081081081081, 0.8212766051292419, 942, 235], [0.8830188679245283, 0.8680850863456726, 1177, 235]]",0.8679914648063711,0.8331914782524109
35,3,70,0.01,"[[0.7896440129449839, 0.7234042286872864, 237, 235], [0.9739130434782609, 0.9744681119918823, 472, 235], [0.9144981412639406, 0.9021276831626892, 707, 235], [0.8487394957983194, 0.8468084931373596, 942, 235], [0.8698884758364311, 0.8510638475418091, 1177, 235]]",0.8793366338643871,0.8595744729042053
36,4,10,0.001,"[[0.7450980392156863, 0.778723418712616, 237, 235], [0.8745247148288974, 0.8595744967460632, 472, 235], [0.8190476190476191, 0.8382978439331055, 707, 235], [0.9347079037800687, 0.9191489219665527, 942, 235], [0.9702127659574468, 0.9702127575874329, 1177, 235]]",0.8687182085659437,0.873191487789154
37,4,10,0.005,"[[0.7538940809968847, 0.6638298034667969, 237, 235], [0.8602941176470589, 0.8382978439331055, 472, 235], [0.9266409266409267, 0.9191489219665527, 707, 235], [0.9507042253521126, 0.9404255151748657, 942, 235], [0.9515418502202644, 0.9531915187835693, 1177, 235]]",0.8886150401714493,0.862978720664978
38,4,10,0.01,"[[0.4458598726114649, 0.6297872066497803, 237, 235], [0.9417040358744395, 0.9446808695793152, 472, 235], [0.8818181818181818, 0.8893616795539856, 707, 235], [0.9473684210526316, 0.9404255151748657, 942, 235], [0.9658119658119658, 0.9659574627876282, 1177, 235]]",0.8365124954337368,0.874042546749115
39,4,30,0.001,"[[0.728358208955224, 0.6127659678459167, 237, 235], [0.8787878787878788, 0.8638297915458679, 472, 235], [0.9056603773584906, 0.8936170339584351, 707, 235], [0.852664576802508, 0.800000011920929, 942, 235], [0.9696969696969696, 0.9702127575874329, 1177, 235]]",0.8670336023202141,0.8280851125717164
40,4,30,0.005,"[[0.7011494252873562, 0.5574468374252319, 237, 235], [0.9411764705882353, 0.9404255151748657, 472, 235], [0.9520000000000001, 0.9489361643791199, 707, 235], [0.9248120300751879, 0.914893627166748, 942, 235], [0.9322709163346613, 0.9276595711708069, 1177, 235]]",0.8902817684570881,0.8578723430633545
41,4,30,0.01,"[[0.7354260089686099, 0.7489361763000488, 237, 235], [0.91699604743083, 0.9106382727622986, 472, 235], [0.8058252427184466, 0.8297872543334961, 707, 235], [0.959409594095941, 0.9531915187835693, 942, 235], [0.9669421487603307, 0.9659574627876282, 1177, 235]]",0.8769198083948316,0.8817021369934082
42,4,50,0.001,"[[0.7601246105919003, 0.672340452671051, 237, 235], [0.9375, 0.9404255151748657, 472, 235], [0.8285714285714285, 0.8468084931373596, 707, 235], [0.8698630136986301, 0.8382978439331055, 942, 235], [0.9696969696969696, 0.9702127575874329, 1177, 235]]",0.8731512045117859,0.8536170125007629
43,4,50,0.005,"[[0.5365853658536586, 0.5957446694374084, 237, 235], [0.888888888888889, 0.8765957355499268, 472, 235], [0.8880866425992779, 0.8680850863456726, 707, 235], [0.9454545454545454, 0.936170220375061, 942, 235], [0.9699570815450644, 0.9702127575874329, 1177, 235]]",0.845794504868287,0.8493616938591003
44,4,50,0.01,"[[0.7240356083086054, 0.6042553186416626, 237, 235], [0.8957528957528959, 0.8851063847541809, 472, 235], [0.8118811881188119, 0.757446825504303, 707, 235], [0.9465648854961831, 0.9404255151748657, 942, 235], [0.9065420560747663, 0.914893627166748, 1177, 235]]",0.8569553267502525,0.8204255342483521
45,4,70,0.001,"[[0.7031700288184439, 0.5617021322250366, 237, 235], [0.8821292775665398, 0.8680850863456726, 472, 235], [0.7575757575757575, 0.7957446575164795, 707, 235], [0.9295774647887325, 0.914893627166748, 942, 235], [0.9216589861751151, 0.9276595711708069, 1177, 235]]",0.8388223029849178,0.8136170148849488
46,4,70,0.005,"[[0.7508771929824561, 0.6978723406791687, 237, 235], [0.9149797570850202, 0.9106382727622986, 472, 235], [0.8424657534246576, 0.8042553067207336, 707, 235], [0.8981132075471698, 0.8851063847541809, 942, 235], [0.835820895522388, 0.8595744967460632, 1177, 235]]",0.8484513613123383,0.831489360332489
47,4,70,0.01,"[[0.9024390243902438, 0.8978723287582397, 237, 235], [0.8447653429602888, 0.8170212507247925, 472, 235], [0.8450704225352113, 0.8595744967460632, 707, 235], [0.9545454545454545, 0.9489361643791199, 942, 235], [0.9658119658119658, 0.9659574627876282, 1177, 235]]",0.9025264420486329,0.8978723406791687
